space_url,time_period_desc_fixed,price_type,total_price,venue_url,venue_name,space_name,latitude,longitude,address,nearest_tube_station,tube_distance,max_seated,max_standing,max_seated_or_standing,min_area_per_person,area_in_m2,standing,dining,theatre,boardroom,classroom,cabaret,u_shaped,Dining_max,Theatre_max,Boardroom_max,Classroom_max,Cabaret_max,U-Shaped_max,supervenue,external_catering,in_house_kitchen,byo_alcohol,venue_provides_alcohol,alcohol_licence,extension_available,complimentary_water,complimentary_tea_and_coffee,Halal_menu,Kosher_menu,vegan_menu,gluten_free_menu,parking,Wi-Fi,Projector,Flipchart,Natural_light,Flatscreen_TV,Whiteboard,Conference_call_facilities,Air_conditioning,Storage_space,Accommodation_available,Own_music_allowed,Bring_your_own_DJ,PA_system_or_music_speakers_available,Wheelchair_accessible,Promoted_or_ticketed_events,Loud_music_or_events,Wedding_licence,Temporary_event_notices_(TENs)_available,Disabled_access_toilets,Ground_level,Lift_to_all_floors
https://www.tagvenue.com/rooms/essex/5753/pip-services-ltd/main-training-room,Per day,hire fee,250.0,https://www.tagvenue.com/venues/essex/2630/pip-services-ltd,pip services ltd,main training room,51.5575470451,0.12242549107668,"288 Becontree Avenue, Dagenham, Essex, Rm8 2tr",,,25,0,25,0.8,20.0,False,False,True,True,True,False,True,0.0,25.0,16.0,18.0,0.0,18.0,False,Any External Caterer - no fee - no kitchen for guests,True,BYO alcohol not allowed,False,alcohol not available,alcohol not available,True,True,False,False,False,False,Free Parking,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/ilford-essex/2980/the-willows/main-ballroom,Per evening,hire fee,10000.0,https://www.tagvenue.com/venues/ilford-essex/1086/the-willows,the willows,main ballroom,51.6040841,0.1173005,"The Willows, Forest Road, Hainault, Ilford Essex, IG6 3SL",,,1000,1000,1000,1.0,1000.0,True,True,True,True,True,True,True,1000.0,600.0,60.0,400.0,350.0,40.0,False,External Catering From Approved List,True,No Corkage fee,True,23:30,extension not available,False,False,True,True,True,True,Free Parking,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False
https://www.tagvenue.com/rooms/ilford-essex/3092/the-willows/premier-room,Per evening,hire fee,3000.0,https://www.tagvenue.com/venues/ilford-essex/1086/the-willows,the willows,premier room,51.6040841,0.1173005,"The Willows, Forest Road, Hainault, Ilford Essex, IG6 3SL",,,120,160,160,0.625,100.0,True,True,False,False,False,False,False,120.0,0.0,0.0,0.0,0.0,0.0,False,External Catering From Approved List,True,No Corkage fee,True,23:30,extension not available,False,False,True,True,True,True,Free Parking,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False
https://www.tagvenue.com/rooms/isleworth/5146/odeon-parade-zem/meeting-room,Per day,hire fee,220.0,https://www.tagvenue.com/venues/isleworth/2239/odeon-parade-zem,odeon parade zem,meeting room,51.475146330004,-0.34079486137693,"Unit 11 (3rd floor),  Odeon Parade, 480 London Road, Isleworth, TW7 4RL",,,12,12,12,2.9166666666666665,35.0,True,True,True,True,True,True,True,12.0,12.0,12.0,12.0,12.0,12.0,False,Any External Caterer - no fee - no kitchen for guests,False,BYO alcohol not allowed,False,alcohol not available,alcohol not available,True,True,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,Paid Parking,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True
https://www.tagvenue.com/rooms/london-heathrow/1368/sheraton-skyline-hotel-london-heathrow/international-suite-single,Per day,hire fee,4500.0,https://www.tagvenue.com/venues/london-heathrow/538/sheraton-skyline-hotel-london-heathrow,sheraton skyline hotel london heathrow,international suite single,51.481379007212,-0.43661969353184,"Heathrow Airport, Bath Road, London Heathrow, UB3 5BP",,,150,165,165,0.9030303030303032,149.0,True,True,True,False,True,False,True,80.0,150.0,0.0,98.0,0.0,48.0,False,External Catering From Approved List,True,BYO alcohol not allowed,True,1:00,extension not available,True,False,True,True,True,True,Free Parking,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london-heathrow/1374/sheraton-skyline-hotel-london-heathrow/atlantic-suite,Per day,hire fee,2500.0,https://www.tagvenue.com/venues/london-heathrow/538/sheraton-skyline-hotel-london-heathrow,sheraton skyline hotel london heathrow,atlantic suite,51.481379007212,-0.43661969353184,"Heathrow Airport, Bath Road, London Heathrow, UB3 5BP",,,100,120,120,0.9083333333333332,109.0,True,True,True,False,False,False,True,75.0,100.0,0.0,0.0,0.0,49.0,False,External Catering From Approved List,True,BYO alcohol not allowed,True,1:00,extension not available,True,False,True,True,True,True,Free Parking,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london-heathrow/1379/sheraton-skyline-hotel-london-heathrow/pacific-suite-double,Per day,hire fee,800.0,https://www.tagvenue.com/venues/london-heathrow/538/sheraton-skyline-hotel-london-heathrow,sheraton skyline hotel london heathrow,pacific suite double,51.481379007212,-0.43661969353184,"Heathrow Airport, Bath Road, London Heathrow, UB3 5BP",,,28,30,30,1.2666666666666666,38.0,True,False,True,False,True,False,True,0.0,28.0,0.0,14.0,0.0,18.0,False,External Catering From Approved List,True,BYO alcohol not allowed,True,1:00,extension not available,True,False,True,True,True,True,Free Parking,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london-heathrow/1381/sheraton-skyline-hotel-london-heathrow/sky-garden-pool,Per day,hire fee,2500.0,https://www.tagvenue.com/venues/london-heathrow/538/sheraton-skyline-hotel-london-heathrow,sheraton skyline hotel london heathrow,sky garden pool,51.481379007212,-0.43661969353184,"Heathrow Airport, Bath Road, London Heathrow, UB3 5BP",,,0,300,300,4.48,1344.0,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,External Catering From Approved List,True,BYO alcohol not allowed,True,1:00,extension not available,True,False,True,True,True,True,Free Parking,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
https://www.tagvenue.com/rooms/london-wc1e-6jl/6372/simmons-euston-square/whole-venue,Per evening,min. spend,2000.0,https://www.tagvenue.com/venues/london-wc1e-6jl/3132/simmons-euston-square,simmons | euston square,whole venue,51.523497512352,-0.13548374176025,"31 University Street, London WC1E 6JL, WC1E 6JL",Warren Street Station,250.0,0,150,150,5.66,849.0,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,Any External Caterer - no fee - no kitchen for guests,False,BYO alcohol not allowed,True,0:00,extension available,False,False,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,No Parking Available,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False
https://www.tagvenue.com/rooms/london-wc1e-6jl/6373/simmons-euston-square/function-room,Per evening,min. spend,500.0,https://www.tagvenue.com/venues/london-wc1e-6jl/3132/simmons-euston-square,simmons | euston square,function room,51.523497512352,-0.13548374176025,"31 University Street, London WC1E 6JL, WC1E 6JL",Warren Street Station,250.0,0,60,60,3.683333333333333,221.0,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,Any External Caterer - no fee - no kitchen for guests,False,BYO alcohol not allowed,True,0:00,extension available,False,False,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,No Parking Available,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
https://www.tagvenue.com/rooms/london-west-london/4235/the-marylebone-rooms/the-long-room,Per day,min. spend,3000.0,https://www.tagvenue.com/venues/london-west-london/1737/the-marylebone-rooms,the marylebone rooms,the long room,51.518074925364,-0.14961452513126,"47 Welbeck Street,  London West London, W1G 8DN",Bond Street Station,550.0,45,65,65,1.4,91.0,True,True,True,True,True,True,True,30.0,45.0,30.0,24.0,30.0,24.0,False,No External Catering,True,BYO alcohol not allowed,True,23:00,extension not available,False,False,True,False,False,True,No Parking Available,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london-west-london/4236/the-marylebone-rooms/the-library-room,Per day,min. spend,3000.0,https://www.tagvenue.com/venues/london-west-london/1737/the-marylebone-rooms,the marylebone rooms,the library room,51.518074925364,-0.14961452513126,"47 Welbeck Street,  London West London, W1G 8DN",Bond Street Station,550.0,40,0,40,1.825,73.0,False,True,True,True,True,True,True,20.0,40.0,20.0,16.0,24.0,20.0,False,No External Catering,True,BYO alcohol not allowed,True,23:00,extension not available,False,False,True,False,False,True,No Parking Available,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london-west-london/4237/the-marylebone-rooms/blue-room,Per day,min. spend,3000.0,https://www.tagvenue.com/venues/london-west-london/1737/the-marylebone-rooms,the marylebone rooms,blue room,51.518074925364,-0.14961452513126,"47 Welbeck Street,  London West London, W1G 8DN",Bond Street Station,550.0,60,80,80,1.2375,99.0,True,True,True,True,True,True,True,30.0,60.0,30.0,44.0,36.0,28.0,False,No External Catering,True,BYO alcohol not allowed,True,23:00,extension not available,False,False,True,False,False,True,No Parking Available,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london-west-london/4238/the-marylebone-rooms/the-courtyard,Per day,min. spend,3000.0,https://www.tagvenue.com/venues/london-west-london/1737/the-marylebone-rooms,the marylebone rooms,the courtyard,51.518074925364,-0.14961452513126,"47 Welbeck Street,  London West London, W1G 8DN",Bond Street Station,550.0,24,40,40,1.825,73.0,True,True,False,True,False,False,False,24.0,0.0,24.0,0.0,0.0,0.0,False,No External Catering,True,BYO alcohol not allowed,True,23:00,extension not available,False,False,True,False,False,True,No Parking Available,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london/1000/the-elgin/whole-venue,Per evening,min. spend,3000.0,https://www.tagvenue.com/venues/london/392/the-elgin,the elgin,whole venue,51.530393062669,-0.18544343306576,"255 Elgin Avenue, Maida Vale, London, W9 1NJ",Maida Vale Station,100.0,80,200,200,3.25,650.0,True,True,True,False,True,False,True,80.0,60.0,0.0,60.0,0.0,60.0,True,No External Catering,True,BYO alcohol not allowed,True,0:00,extension available,True,False,False,False,False,False,No Parking Available,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False
https://www.tagvenue.com/rooms/london/10003/ninth-ward-london/main-bar-room,Per day,min. spend,100.0,https://www.tagvenue.com/venues/london/961/ninth-ward-london,ninth ward london,main bar room,51.522596006618,-0.10746707420503,"99-101 Farringdon Road, London, EC1R 3BN",Farringdon Station,350.0,65,100,100,1.9,190.0,True,True,False,False,False,False,False,65.0,0.0,0.0,0.0,0.0,0.0,False,No External Catering,True,BYO alcohol not allowed,True,3:00,extension not available,True,False,True,True,True,True,No Parking Available,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
https://www.tagvenue.com/rooms/london/10003/ninth-ward-london/main-bar-room,Per evening,min. spend,100.0,https://www.tagvenue.com/venues/london/961/ninth-ward-london,ninth ward london,main bar room,51.522596006618,-0.10746707420503,"99-101 Farringdon Road, London, EC1R 3BN",Farringdon Station,350.0,65,100,100,1.9,190.0,True,True,False,False,False,False,False,65.0,0.0,0.0,0.0,0.0,0.0,False,No External Catering,True,BYO alcohol not allowed,True,3:00,extension not available,True,False,True,True,True,True,No Parking Available,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
https://www.tagvenue.com/rooms/london/10005/kora-photo-studio/whole-venue,Per day,hire fee,600.0,https://www.tagvenue.com/venues/london/4768/kora-photo-studio,kora photo studio,whole venue,51.512435008814,-0.032669305801392,"Commercial Road, 640, London, e14 7le",Limehouse Station,550.0,15,15,15,13.6,204.0,True,True,False,False,False,False,False,15.0,0.0,0.0,0.0,0.0,0.0,True,No External Catering,False,BYO alcohol not allowed,False,alcohol not available,alcohol not available,False,True,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,venue doesnt provide catering,Paid and/or Free Parking,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
https://www.tagvenue.com/rooms/london/10006/the-george-monkey/back-room,Per day,min. spend,100.0,https://www.tagvenue.com/venues/london/4446/the-george-monkey,the george & monkey,back room,51.529064466848,-0.11022806167603,"Amwell Street, 68, London, EC1R 1UU",Angel Station,550.0,45,100,100,1.6,160.0,True,True,False,False,False,False,False,45.0,0.0,0.0,0.0,0.0,0.0,True,No External Catering,True,BYO alcohol not allowed,True,23:00,extension not available,True,False,False,False,False,True,No Parking Available,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london/10007/the-george-monkey/whole-venue,Per day,min. spend,1000.0,https://www.tagvenue.com/venues/london/4446/the-george-monkey,the george & monkey,whole venue ,51.529064466848,-0.11022806167603,"Amwell Street, 68, London, EC1R 1UU",Angel Station,550.0,60,150,150,1.4666666666666666,220.0,True,True,False,False,False,False,False,60.0,0.0,0.0,0.0,0.0,0.0,True,No External Catering,True,BYO alcohol not allowed,True,23:00,extension not available,True,False,False,False,False,True,No Parking Available,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False
https://www.tagvenue.com/rooms/london/1004/the-hippodrome-casino/lolas-conferenceevent-space,Per afternoon,min. spend,700.0,https://www.tagvenue.com/venues/london/390/the-hippodrome-casino,the hippodrome casino,lola's conference&event space,51.51142553692,-0.12854310912326,"Cranbourn Street, Leicester Square, London, WC2H 7JH",Leicester Square Station,50.0,100,100,100,3.14,314.0,True,True,True,False,False,True,False,60.0,100.0,0.0,0.0,36.0,0.0,True,No External Catering,True,BYO alcohol not allowed,True,5:00,extension available,True,False,True,False,True,True,Free Parking,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london/1004/the-hippodrome-casino/lolas-conferenceevent-space,Per day,min. spend,1250.0,https://www.tagvenue.com/venues/london/390/the-hippodrome-casino,the hippodrome casino,lola's conference&event space,51.51142553692,-0.12854310912326,"Cranbourn Street, Leicester Square, London, WC2H 7JH",Leicester Square Station,50.0,100,100,100,3.14,314.0,True,True,True,False,False,True,False,60.0,100.0,0.0,0.0,36.0,0.0,True,No External Catering,True,BYO alcohol not allowed,True,5:00,extension available,True,False,True,False,True,True,Free Parking,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london/1004/the-hippodrome-casino/lolas-conferenceevent-space,Per morning,min. spend,700.0,https://www.tagvenue.com/venues/london/390/the-hippodrome-casino,the hippodrome casino,lola's conference&event space,51.51142553692,-0.12854310912326,"Cranbourn Street, Leicester Square, London, WC2H 7JH",Leicester Square Station,50.0,100,100,100,3.14,314.0,True,True,True,False,False,True,False,60.0,100.0,0.0,0.0,36.0,0.0,True,No External Catering,True,BYO alcohol not allowed,True,5:00,extension available,True,False,True,False,True,True,Free Parking,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
https://www.tagvenue.com/rooms/london/10048/heddon-street-kitchen/whole-venue,Per afternoon,min. spend,8000.0,https://www.tagvenue.com/venues/london/4886/heddon-street-kitchen,heddon street kitchen,whole venue,51.51086587856,-0.13930320739746,"Heddon Street, 3-9, London, W1B 4BE",Piccadilly Circus Station,450.0,250,420,420,0.9523809523809524,400.0,True,True,False,False,False,False,False,250.0,0.0,0.0,0.0,0.0,0.0,False,Any External Caterer - no fee - kitchen for guests,True,BYO alcohol not allowed,True,0:00,extension not available,True,False,True,False,True,True,No Parking Available,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False
https://www.tagvenue.com/rooms/london/10049/bread-street-kitchen-southwark/street-lounge,Per evening,min. spend,1500.0,https://www.tagvenue.com/venues/london/4906/bread-street-kitchen-southwark,"bread street kitchen, southwark",street lounge,51.503453511476,-0.10115146636963,"Great Suffolk Street, 47-51, London, SE1 0BS",Southwark Station,350.0,60,100,100,0.5,50.0,True,True,False,False,False,False,False,60.0,0.0,0.0,0.0,0.0,0.0,False,No External Catering,True,BYO alcohol not allowed,True,0:00,extension not available,True,False,True,False,True,True,No Parking Available,True,True,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True
https://www.tagvenue.com/rooms/london/1005/one-moorgate-place/main-reception-room,Per afternoon,hire fee,1450.0,https://www.tagvenue.com/venues/london/393/one-moorgate-place,one moorgate place,main reception room,51.516329800785,-0.088204323278774,"Chartered Accountants' Hall   , One Moorgate Place   , London   , EC2R 6EA",Moorgate Station,300.0,70,100,100,1.01,101.0,True,True,True,True,True,True,True,60.0,70.0,30.0,30.0,40.0,30.0,False,No External Catering,True,BYO alcohol not allowed,True,1:00,extension available,False,False,True,False,True,True,No Parking Available,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
https://www.tagvenue.com/rooms/london/1005/one-moorgate-place/main-reception-room,Per day,hire fee,1950.0,https://www.tagvenue.com/venues/london/393/one-moorgate-place,one moorgate place,main reception room,51.516329800785,-0.088204323278774,"Chartered Accountants' Hall   , One Moorgate Place   , London   , EC2R 6EA",Moorgate Station,300.0,70,100,100,1.01,101.0,True,True,True,True,True,True,True,60.0,70.0,30.0,30.0,40.0,30.0,False,No External Catering,True,BYO alcohol not allowed,True,1:00,extension available,False,False,True,False,True,True,No Parking Available,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
https://www.tagvenue.com/rooms/london/1005/one-moorgate-place/main-reception-room,Per evening,hire fee,1950.0,https://www.tagvenue.com/venues/london/393/one-moorgate-place,one moorgate place,main reception room,51.516329800785,-0.088204323278774,"Chartered Accountants' Hall   , One Moorgate Place   , London   , EC2R 6EA",Moorgate Station,300.0,70,100,100,1.01,101.0,True,True,True,True,True,True,True,60.0,70.0,30.0,30.0,40.0,30.0,False,No External Catering,True,BYO alcohol not allowed,True,1:00,extension available,False,False,True,False,True,True,No Parking Available,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
https://www.tagvenue.com/rooms/london/1005/one-moorgate-place/main-reception-room,Per morning,hire fee,1450.0,https://www.tagvenue.com/venues/london/393/one-moorgate-place,one moorgate place,main reception room,51.516329800785,-0.088204323278774,"Chartered Accountants' Hall   , One Moorgate Place   , London   , EC2R 6EA",Moorgate Station,300.0,70,100,100,1.01,101.0,True,True,True,True,True,True,True,60.0,70.0,30.0,30.0,40.0,30.0,False,No External Catering,True,BYO alcohol not allowed,True,1:00,extension available,False,False,True,False,True,True,No Parking Available,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
https://www.tagvenue.com/rooms/london/10050/bread-street-kitchen-southwark/private-dining-room,Per afternoon,min. spend,500.0,https://www.tagvenue.com/venues/london/4906/bread-street-kitchen-southwark,"bread street kitchen, southwark",private dining room,51.503453511476,-0.10115146636963,"Great Suffolk Street, 47-51, London, SE1 0BS",Southwark Station,350.0,20,30,30,1.0666666666666669,32.0,True,True,False,False,False,False,False,20.0,0.0,0.0,0.0,0.0,0.0,False,No External Catering,True,BYO alcohol not allowed,True,0:00,extension not available,True,False,True,False,True,True,No Parking Available,True,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,True
https://www.tagvenue.com/rooms/london/10051/bread-street-kitchen-southwark/whole-venue,Per evening,hire fee,10000.0,https://www.tagvenue.com/venues/london/4906/bread-street-kitchen-southwark,"bread street kitchen, southwark",whole venue,51.503453511476,-0.10115146636963,"Great Suffolk Street, 47-51, London, SE1 0BS",Southwark Station,350.0,150,300,300,0.5,150.0,True,True,False,False,False,False,False,150.0,0.0,0.0,0.0,0.0,0.0,False,No External Catering,True,BYO alcohol not allowed,True,0:00,extension not available,True,False,True,False,True,True,No Parking Available,True,False,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True
